SaleID,price
0,1265.6955365194422
1,1913.0040469669837
2,8096.492020672977
3,1037.6618123823039
4,2012.5591872253603
5,1358.7436388218184
6,421.27234572907014
7,3199.26083860797
8,9085.592664685035
9,609.6683866873376
10,608.6264503793861
11,2351.2777326696055
12,5498.324689252293
13,7161.548677418081
14,1389.479479644987
15,256.41647411936316
16,1738.6958075768946
17,8305.835398046082
18,6840.877630761061
19,510.20301222542037
20,24868.436732992905
21,7770.809539067093
22,1929.9722591612847
23,1536.9007644659805
24,822.6133784208414
25,6880.169256534946
26,602.1729543068727
27,12398.323608621451
28,4040.1069661994197
29,7941.994753814728
30,18819.256415875956
31,13262.17842381744
32,602.7926093709506
33,13979.893849105178
34,590.8846485916368
35,2005.1660663640366
36,14376.728649985991
37,5714.884084022437
38,1567.9995746134437
39,338.7908159886013
40,606.8826508143298
41,23631.559549003887
42,433.8030664685465
43,7522.933962523357
44,18345.234079491034
45,537.555449389663
46,17206.829805085195
47,17445.82908957697
48,2201.9670353834663
49,3177.6597603271734
50,575.369289504183
51,4355.054335633769
52,2644.0634207873168
53,497.83267072914134
54,14261.669813857603
55,10145.836567750584
56,7322.995149574464
57,3365.962822752275
58,1014.0755964492556
59,5206.21243721811
60,7897.722061127933
61,1166.2547693400536
62,5581.142813336529
63,8315.559838388295
64,1276.893518686168
65,1628.522090794986
66,529.3171328616504
67,9890.98879027234
68,189.32096100307018
69,17616.622707087008
70,8719.834650060802
71,274.71063097122254
72,6581.61828501184
73,16704.376882904093
74,4716.835517288169
75,14998.045736540202
76,2917.811755026606
77,372.357578089703
78,358.02901266003374
79,3004.8665955224014
80,3275.73283563116
81,2110.0105203702906
82,4133.156132013646
83,417.4725333336656
84,1245.5088734198034
85,1330.027957825458
86,6979.374737461085
87,3344.450181159722
88,2629.850257037622
89,41401.69212387221
90,2760.9224963458955
91,197.4193469218926
92,1690.7786438611392
93,17090.696190384188
94,6627.7168100466115
95,5935.59768492305
96,2583.617396633306
97,1211.2940797355905
98,429.7670123387246
99,17160.835683990823
100,21554.48292609777
101,7335.179689900022
102,1785.4283615355362
103,10932.321102683938
104,5290.229392224468
105,4127.598080290201
106,8456.786409812932
107,2009.0851877119287
108,13846.169811655995
109,7808.421707037949
110,860.8836911284484
111,1932.8071160104314
112,1803.8432382969363
113,769.3284195064952
114,2076.5831297269688
115,1265.0701802733295
116,14133.30053085999
117,17732.193238406537
118,67707.81856123809
119,214.52405830107023
120,2954.6554722939704
121,2609.510795206049
122,690.6802416325994
123,2546.2451885472483
124,54690.11653808485
125,661.1795051686064
126,3113.3623800253495
